,Tweet_text,emotion
158,hm... try equal,sadness
159,trying figure exactly rights women don't america today,sadness
160,onus us all. unconscious bias,joy
161,diversity tech: lots,guilt
162,scottygfc kumzy83 equal,sadness
163,kumzy83 think it's equal,sadness
164,reasons women's march case you're still confused:\n-rape culture\n-gay rights\n-equal pay & rights\n-domestic,sadness
165,fuckinjazzy laws women whatever want. rape,joy
166,women struggle everything fighting equal pay stopping rape culture. educate tweet dumbass things,sadness
167,karisaleann apparently people believe women started caring rape,disgust
168,haynesszachh abby4realzz depends believe passionate about. marched equal,sadness
169,fighting equal pay hard culture publicly announcing,sadness
170,sc_southernbell fern0947 rebeccabw hawkeraven boner medication. equal pay. fight bodily autonomy. rape,sadness
171,abortion & birth,disgust
172,salesforce ceo re-emphasizes equal pay initiative - paula bernier establishing company culture \xe2\x80\x93 imp...,sadness
173,salesforce ceo re-emphasizes equal pay initiative \xe2\x80\x93 tech culture,joy
174,cardifflegend attacks planned parenthood pretty big thing here. college rape culture. equal pay. plenty march,disgust
175,policy: equal pay. equal conaideration upward mobility. unequal representation workplace thereby less support workplace culture,sadness
176,,fear
177,"professional
 life: end",joy
178,"maniscalcobryce\n-equal pay?\n-rape culture court system?\n-underrep. gov?\n-us hasn't
 ratified cdaw-the act discriminate",joy
179,equal,sadness
180,trying figure rights women don't america,sadness
181,phoebebreanne piersmorgan womensmarch,guilt
182,reproductive rights\nlgbtqia rights\nequal pay\nending rape culture\nracial equality\nyou name probably represented.,joy
183,women want i'm confused y'all marching,guilt
184,"never stop fighting women
 rights equal pay races & genders & rape culture hatred",sadness
185,"especially
 female friends you
 don't want control your
 body??? you
 don't want equal pay?? you
 don't wanna stop worrying rape",sadness
186,tarastovall america women still battles fight like equal,sadness
187,jennaabrowning,joy
188,women finally standing basic rights deserve: equal pay equal,sadness
189,modern,joy
190,mention issues like equal,sadness
191,one time boys back (p.s. recommend research going social media),disgust
192,rape,joy
193,anyone know they're actually protesting?,sadness
194,"felisha_witt ""women\'s rights"" far broader oppression. equal",sadness
195,adrianamherst,joy
196,"realdeancain don
 reproductive",sadness
197,#oppression doesn't exist usa except rape,anger
198,"i'll
 fight right equal",sadness
199,-equal pay\n-reproductive rights \n-getting rid pink tax \n-sexism\n-rape culture \n-sexual identity \n-disabilities \n-planned,disgust
200,standing woman's right chose? standing equal pay? standing rape culture? hell,sadness
201,theres: equal,sadness
202,jezkemp woman stem & victim sexual,sadness
203,"quartofmillion already equal pay? men telling us with
 body? rape culture?what women 3rd world",sadness
204,reproductive,sadness
205,going complain equal pay men disrespecting woman culture degrade women,sadness
206,wow ate great breakfast still think deserve equal pay politicians need stop governing body rape culture real,sadness
207,piss noise.\nget angry.\n\nequal pay.\ndomestic violence\nrape culture,joy
208,"love, hate, makes america great: protesters mexico show solidarity women\'s march",guilt
209,bownhed americanslime mrwarrentweets \nyeah it's apparent theses marches want.\nharry,guilt
210,rape,joy
211,"a_lumir equal pay!rape culture?no 1 says ok-b. clinton serial adulterer you
 wanted enabling wife pres?",sadness
212,annakeith rape,joy
213,,sadness
214,__tmp17 oh yeah that's right.. y'all marching okay kill,anger
215,rights women have? loss funding planned parenthood? equal pay? maternity leave? rape culture?? go,disgust
216,mylifematters_2 hmmm... equal pay. rape culture. choice. men could get pregnant could get abortion,sadness
217,itsyagurlb_ uhdoesthiscount fighting equal,sadness
218,access birth,disgust
219,anyone know they're actually protesting?,sadness
220,rape culture,joy
221,vague790 right choice,sadness
222,health,guilt
223,care issues brought millions people out. equal,sadness
224,really care numbers game oval office,sadness
225,meganmanulak equal,sadness
226,paulgeist45 marched rights,guilt
227,"say ""bigot"" ""patriarchy"" ""equal pay"" ""rape culture"" ""misogynist"" etc. un-ironically almost certainly vapid",joy
228,gender,disgust
229,women fighting right,sadness
230,,joy
231,carlaburlando rights? equal pay? pro-choice? end rape culture? equality races,sadness
232,ifcpastorroger boston99g sweetatertot2 foxnews violence women? rape culture? equal pay? rape,joy
233,hayleyygore paleoturkey equal,sadness
234,still rape culture,joy
235,#whyimarch march,guilt
236,4womenslib striking women deserve equal,sadness
237,"elizabethmthc asdindiana judybee_fl bombstruth equal pay may apply trump changing ""rape culture"" country definitely does.",sadness
238,fight social,disgust
239,canadiancrone popular opinion. want know ending rape,joy
240,"abortion end feminist
 baffling. equal pay? ending rape culture? universal childcare?",sadness
241,pro-lifers headed women's march washington. emmaogreen reports:,guilt
242,"drmel_t viscous & vicious :-) aust broadcast corporation
 shows corporation
 culture support assume they're getting equal",sadness
243,comment actual sexism aka equal,joy
244,"ryan gosling\xe2\x80\x99s golden globes speech wife ever
 mendes wasn't",fear
245,worldstar mattwelch broads want equal pay...equal work,sadness
246,jack_gallows77 reproductive,sadness
247,everything except:,guilt
248,women america oppressed!!\n\n*drives new car* *has new phone* *parents feed them* *has everything could ever,sadness
249,nospaceforhate women access health,disgust
250,"employer built workplace culture supports equal pay?share story with
 gsb #gendergap #equalpay",disgust
251,larrysr19701 may,disgust
252,equal pay part dna/culture company. require specific action ceo,disgust
253,maybe talk managers. lower pay disease; it\xe2\x80\x99s system undervaluing work done women.,joy
254,chaboijoee handymayhem basic equality? equal pay? live save rape culture? ignorant?,sadness
255,farmer3310 npr,sadness
256,could anything tampon tax equal pay rape,sadness
257,reminder lady's mentality also mentality henry ford forced people give culture equal pay,sadness
258,abe administration presents draft guideline equal pay equal work. help change #japan's work culture?,disgust
259,let's go!! stand principles show force are.,sadness
260,women's march washington: everything need know,guilt
261,girls,guilt
262,i'd like bodily,anger
263,emmy rossum return shameless holding equal pay william h. macy #culture #feedly,sadness
264,emmy rossum demanding equal pay \'shameless.\' really means,sadness
265,"trump said ivanka wants work ""the women\'s issue"".... issue exactly? equal",sadness
266,emmy rossum fighting equal pay 'shameless' #culture,sadness
267,carpe chaos: creating culture inclusion leadership #marketing #leadership #diversity #equalpay,disgust
268,chris_brunet find call radical usually far it. equal pay radical non rape,sadness
269,awesome! #pledge #equalpay #women #culture rt,sadness
270,44 companies join white house's pledge equal pay,sadness
271,day age rape culture,disgust
272,emma stone jennifer aniston got real 'snl' skit equal pay: emma stone jennifer\xe2\x80\xa6 #culture,sadness
273,gift ideas girls: equal,disgust
274,wxn #wxntop100 telus sandy,anger
275,"growing0up0girl you
 don't charge pays scales policy mission equal pay. founders set tone",sadness
276,+ personal narratives individualism. twf also focuses topics like rape,disgust
277,karoar1776 necessarily. west tends account equal,sadness
278,way #internationalmensday 'thing' men use address equal,sadness
279,#equalpay require years work enact big biz.think,disgust
280,way stamp sexist culture business,joy
281,want equal,sadness
282,"pushnrocs abortion important feminist
",sadness
283,"wingsscotland rogue_74 mhairihunter # culture large organizations
 difficult accept women deserve equal",sadness
284,wingsscotland,joy
285,woman fight you. deserve equal pay equal work. deserve rape culture,sadness
286,lolitasviolence exactly wanting get equal pay opportunities wanting people stop rape culture harming men,sadness
287,mydoggigi djsfw equal pay caregiver child care supports small matter normalizing rape culture,disgust
288,solozjm equal pay myth debunked. rape culture doesn't exist it's feminist propaganda drive,sadness
289,mrdude_2016 depends you're talking us worldwide. could talk equal pay rape culture right,sadness
290,pports equal pay? reproductive rights? rape culture? mishear sexualize daughter? wrong,sadness
291,soledadobrien rvawonk 2. chose race reproductive,sadness
292,dear female trump,joy
293,abbysweitzac20,disgust
294,horrid idea that.,sadness
295,president donald trump likely appoint single woman cabinet? sarah palin,joy
296,yes! #quevotemigente let's let #latinovoices heard favor #equalpay #paidfamilyleave respect,guilt
297,based polls early voting,joy
298,wow! ford good equal pay...bad culture. oh btw...jews didn't invent jazz. african american's,sadness
299,henry ford's war jazz music played major part whitewashing country music: \xe2\x80\xa6,disgust
300,#women elect #republicans bad things happen women. \xe2\x80\xa6 #culture via,joy
301,howardfineman horrid manner treat women culture. let's start equal,sadness
302,minister kato: equal pay equal work. work style reform address work hours culture. men play stronger role,disgust
303,sincerely_rican,sadness
304,"still waiting hear gianforte doesn\'t support equal pay. perhaps thinks women ""lack culture celebrates",guilt
305,seven rallies seven montana communities one clear message opponent: equal pay big deal! #mtpol #mtgov,sadness
306,jackkmcgowan summerof89_ patriarchy equal pay guys.. it's imbedded culture many,joy
307,siegarettes we've created culture large thinks labor isn't deserving equal pay esp. nerd circles? it's weird,sadness
308,support #iamanastywomanbecause ... really need say why!? idk equal,sadness
309,proud #nastywoman voting,anger
310,building culture respect empowerment,disgust
311,"phase going through
 cutting reflection men. i.e.:",guilt
312,"2017hull #wowhull thinking
 #pave tonight great. 1976 sda",fear
313,wondering activiauk campaigning equal,sadness
314,equal,sadness
315,equal,sadness
316,elkalumpy every feminist: rape culture men monsters equal pay don't rape male privilege,sadness
317,adamolson91 i'm gonna go rape-culture black lives matter donald trump islamophobic equal pay taking knee national,sadness
318,"get severely confused see girls support trump... \xc2\xbf you
 never want equal pay respected end rape culture??? because
",sadness
319,equal pay,sadness
320,foxnews realdonaldtrump perpetuates rape culture country! republicans don't vote women equal pay! yeah,sadness
321,*sigh*... \n\n-you already equal pay. \n-you already rights men have. \n-there 'rape culture' west.,sadness
322,don't want protected,anger
323,don't want protected,anger
324,me_nxt_time_ say equal mean equal pay elimination rape culture,sadness
325,election #women -,joy
326,,anger
327,really thinking- wouldn't want equal pay equal rights live rape culture,sadness
328,deny rape culture,joy
329,ladies ability swing election end #rape culture#equalpay #imwithher,sadness
330,"donald trump leaked audio: ""do anything"" women",guilt
331,pop culture tells women shut <our history grim! get better?,guilt
332,#womeninstem also issue co culture. opportunities promotion? equal pay? parental,sadness
333,rkaw1447 rape culture society without equal pay & opportunities. countries women can't,sadness
334,emmajcodd listened piece #equalpay bbcwomanshour podcast ... good comments culture hard,fear
335,let's let work culture daughters inherit.,disgust
336,current,joy
337,campz999 kuzasix equal pay,sadness
338,larger problems equal,sadness
339,constitution india says equal work = equal pay. fixed pay culture gujarat? #askvijayrupani zeenews aajtak,sadness
340,troisgymnopedie think fight equal,sadness
341,want get point equal pay everyone theres necessity sugar daddy,sadness
342,task force equal pay women: montana needs culture change,sadness
343,constitution india equal work= equal pay fix pay culture,sadness
344,"constitution india says equal work = equal pay. fixed pay culture #gujarat? bjp government
 concerned",sadness
345,doesn't national equal pay endanger people's culture?\,sadness
346,doesn't naacp stand #black culture? equal pay white man's economy & culture.\ deray,sadness
347,eeoc offers equal,joy
348,a5 list: gender,disgust
349,q2. equal,sadness
350,dave's,fear
351,"hey newspressnow! found typo hed. read ""why feminist would never date me"" hire copy editor lol",sadness
352,"scottwagnerlaw definitely
 good step #equalpay. think companies signing show shift #business culture speed",sadness
353,"spite 52% university
 gradutes #jordan are
 women 13% workforce? barriers job access equal",sadness
354,#electionsjo2016 #jo #reformjo #jsfjo #\xd8\xa7\xd9\x84\xd8\xa3\xd8\xb1\xd8\xaf\xd9\x86_\xd9\x8a\xd9\x86\xd8\xaa\xd8\xae\xd8\xa8,fear
355,mitchellvii yelling buzzwords: racist! misogyny! equal pay! rape culture! tax,sadness
356,problem employment gap females tech isn't equal pay (though that's important). it's education system,disgust
357,i'll celebrate #womensequalityday rape culture stops,anger
358,#vagenda\ndestroy rape culture.\nequal pay.\ncaffeine.\ncomfy,fear
359,richarddeitsch woman's issues rape culture abortion insurance equal pay equal rights violence woman right call nfl,sadness
360,gender pay gap increases woman first child. big culture shift needed! #mother #equalpay,disgust
361,even lawmakers get right,sadness
362,thissbrava tjmair wisecc1 light_yagami128 wrong! things linked feminism: combatting rape,joy
363,"chance progressing culture i'm so
",disgust
364,"feminist say get equal pay college rape culture. none ""problems"" supported",joy
365,prediction: big business embrace cosmetic changes work,guilt
366,culture socialization make hard #women ask worth. here's tip. #paygap #equalpay,sadness
367,13. touches on\nblack lives matter movement\nequal pay rights\nlgbtq+ rights\namerica's priority issues \nrape,disgust
368,women #advertising reveal rampant sexism macho culture #feminism #equalpay,joy
369,re:equal pay &opportunities- late night networking culture mothers miss out.corbyn showed greater concern &,disgust
370,way businesses. #equalpay #apple #brand #culture rt,disgust
371,apple says pays u.s. employees,disgust
372,dr. hannahvalantine says must integrated approaches change culture. implement interventions,joy
373,,sadness
374,"episode
 audits culture & policy change rather individual 'wrongs' - adopt distinctivepeop",sadness
375,suaveserb equal pay equal,sadness
376,"ravendoesntcare equal pay already enshrined law culture. want debunking wage gap\n\n""the glass ceiling""... doesn\'t",sadness
377,#iamafeminist rape culture myth women equal pay men remember illegal pay women,sadness
378,vitoandvitoshow rape,joy
379,shave arm,sadness
380,passtheting taking equal,sadness
381,partner claims suit \xe2\x80\x9cmale-dominated culture\xe2\x80\x9d keeps women firm earning equal pay: \xe2\x80\xa6,sadness
382,"pinterest culture direct threat equality need get equal pay you
 bet your
 ass i'm setting flame 2 your
 pinwheel wedding",sadness
383,#trump pointing real problems ivanka avoided like pc culture. already forgotten: equal pay,sadness
384,"equal pay equal work ""enough fake culture",sadness
385,bogus campaigns equal,sadness
386,"mr_mcbuttons support equal rights. support equal pay equal work. ""muh wage gap"" debunked lie. ""rape culture""",sadness
387,wow. equal pay,sadness
388,nwsl ok? good enough professional soccer. 6v6 field?,sadness
389,don't support women getting equal,sadness
390,,joy
391,women girls really really want?\n\nlet's start w/gender equality go,disgust
392,good question. great pledge. #equalpay #brand #design #culture rt,disgust
393,favorite fashion retailer taken #equalpay pledge?:,sadness
394,"thedrtaylor seriously! like equal pay equal work wanting end rape culture ""extreme""? common",sadness
395,i. e. fully support equal pay equal,fear
396,it's start! #girlbosses #keepmoving #equalpay #culture #design,disgust
397,hollywood yet close gender pay gap. it's moving right direction,joy
398,nero saw youtube video vs. feminists re: rape culture equal pay. bravo sir! nicely,sadness
399,aauw it's called popaganda episode equal pay push back bathroom bills. podcast feminist response pop,sadness
400,don't pin fighting irrelevant boys fight equal,sadness
401,"amy schumer seth morgan
 fight wage gap beer: proof equal pay perfect small",sadness
402,"hillary2016pres hillaryclinton agreed ""women\'s issues"" =",sadness
403,election candidates stand equal pay: cheat,sadness
404,boys: victims,joy
405,remnider people equal deserve equal,sadness
406,every time husband tweets rape,fear
407,that's great! overwhelmingly voting favor #equalpay ? #women #culture,sadness
408,senate overwhelmingly votes require women register draft:,joy
409,thanks keep #ladyday. i'll take #equalpay plus career opportunities instead. #women #culture,guilt
410,googlers designated #ladyday encourage critical thinking equality workplace:,sadness
411,ourequality mrjohnqzombie tanyamichelle13 \nyou tell me? feminists pushing?\nequal pay women.\n\nend rape,joy
412,change happens equal pay becomes part corporate culture.,sadness
413,pay gap: 28 companies made big commitment equal pay,sadness
414,,fear
415,blainecalkinsmp rape,joy
416,jonahnro silliness 'rape culture' 'equal pay' title ix gender self,sadness
417,> women's equal pay access powerful roles. huge shift attitudes culture required!,sadness
418,dads4lifeuk also free participate children's lives way challenges outmoded social constructions work &,disgust
419,came culture female,guilt
420,"patriarchal dominance equal pay rape culture????? mean sucks
 like waaahhhhh wanna boooooyfriend",sadness
421,nicolelane34 it's equal,sadness
422,equal,sadness
423,"like feminist
 end game? because
 literally nothing that's already",anger
424,walk. (i,guilt
425,winstonpeters expect campaign fixing nzs abortion,sadness
426,winston peters: nz shouldn't take migrants countries 'treat women like cattle',sadness
427,series strong motions passed performance,fear
428,"want
 live culture women equal pay constant state celebrating bodies, minds one",sadness
429,strengthening women's culture! read here: #womenleadership #gendergap #equalpay,guilt
430,case equal pay women\xe2\x80\x99s sports | new,sadness
431,latest culture #newyorker: equal pay equal play: case women\xe2\x80\x99s soccer team,sadness
432,mtv using brand take real issues - race gender,joy
433,emlouisebrand mccormacklegal great,disgust
434,today things men told i'm wrong about: robin wright deserving equal pay; pay gap real; rape culture thing.,sadness
435,aside,anger
436,robin wright rightly demands gets equal pay 'house cards': robin wright,fear
437,love this! robin wright negotiated equal pay \xe2\x80\x98house,sadness
438,equal,sadness
439,"nikki
 minaj talks equal",sadness
440,4. address banks & punish corruption\n5. treat women beings: starting w| equal pay & addressing eradicating rape,joy
441,"are, iron-knickered harpies, making fuss equal pay & domestic violence & rape culture\xe2\x80\xa6",sadness
442,want new chauvinists defend us? think not. agreeing pennyred,sadness
443,feminists value equal pay raising following generation ensure,sadness
444,\xe2\x80\x9cyou\xe2\x80\x99re gonna make good job.\xe2\x80\x9d \xe2\x80\x94donald trump women equal pay,sadness
445,crampell douchebag primitive culture. i'm women higher offices plus equal pay. males stay home,sadness
446,italianlily1 leahrboss want equal pay? negotiate it. rape,joy
447,want equal,sadness
448,leahrboss don't think wanting equal,sadness
449,leahrboss don't think wanting equal,sadness
450,women achieve equal,sadness
451,create culture moms fulfill responsibilities work & home. paid,disgust
452,i'm sorry society conditioned believe don't deserve equal pay rape culture,joy
453,developing corporate culture equal pay starts changing societies perception gender,joy
454,fdmfive richardgrenell gop voted equal pay equal,sadness
455,conniebritton: need get culture line destigmatize idea gender,disgust
456,frick_jmoney believe equal pay rights. wouldn't want woman conservative,sadness
457,"what's really stunting #equalpay women? culture? discrimination? via atlantic
",sadness
458,"nikki
 minaj 2016: rapper touches equal",fear
459,#womancard get ending rape culture? equal pay? #reprojustice? would,disgust
460,justice popular topic culture. black lives matter movement fight equal pay or...,sadness
461,can't change gun laws/have equal rights/end racism/have equal pay/get rid rape & purity culture. don't know cis men,sadness
462,spiritsplice pretty sure want able enjoy culture without threats insults like get equal pay,sadness
463,hillaryclinton zerlinamaxwell startup #ageism culture #boston makes hard older #women #men get hired.,disgust
464,"nikki
 minaj speaking black culture equal pay amongst women times",sadness
465,"nikki
 minaj 2016: rapper touches equal",fear
466,culture,sadness
467,"people
 feminist
 focuses equal",sadness
468,#equalpay internal audit salesforce reminder positive #workplace culture move mountains #hr,disgust
469,care rape culture misogyny equal,joy
470,key enablers driving equal pay culture strong performance management system creating equal...,sadness
471,eleanor roosevelt said equal pay women |,fear
