,Tweet_text,emotion
259,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
260,"brighty_66 legalized
 gay marriage&let lgbt people
 fight",joy
261,i'm sure glad civil,disgust
262,tomorrow roe v wade;obamacare;equal pay 4 woman-never;planned parenthood.hello vaginal probes & reversing lgbt marriage equality 4 starters,anger
263,congress voting raising age medicare 67. may work die. rich,sadness
264,trump didn't win presidency. republicans house senate. gay,sadness
265,equal pay marriage equality women rights lgbt rights foreign policies minority rights .... white supremecy,sadness
266,abortion. healthcare. gay marriage. equal pay. childcare. 1st amendment. national stop & frisk laws. y'all,sadness
267,gays military. same-sex marriage. steps towards equal pay. access health insurance millions. gained ground.,sadness
268,abradacabla gained ground ? happens sea change hasn't happened,disgust
269,impact woman's right,disgust
270,daveramsey uvatexn that's cute. clearly don't stand lose access,sadness
271,build wall\n\njail hillary\n\nrepeal obamacare\n\nrepeal marriage equality\n\n\xc3\x98 affordable college & equal pay\n\noverturn roe vs,sadness
272,got lose?\naffordable care act\nmarriage equality\nroe vs. wade\nhbcus\nequal pay\nhigher minimum,sadness
273,roryglavin trump requested overturning women's right,sadness
274,mattmurph24 planned,disgust
275,hellrazor5150,fear
276,irfanjamil_ gay marriage repealed. higher minimum wage & equal pay work process (equal pay shouldn't,sadness
277,pence opposes; sex,joy
278,8.i can't believe man wants repeal,sadness
279,ddogsmith98 justices appoints decide gay,joy
280,gay marriage decided supreme,disgust
281,kiss gay,fear
282,goodbye:\n-marriage equality\n-race equality \n-obamacare\n-roe vs wade\n-equal pay\n-maternity leave,anger
283,zetabrokris saying,sadness
284,gay marriage gone. pro-choice gone. equal pay never fucking here. never needed two.,sadness
285,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
286,ready for:\nno abortions\nno gay marriage\nno equal pay women\naborted fetus funerals \nthe wall\nbanned muslims?\nanything,sadness
287,msweetj docrocktex26,sadness
288,roe vs.,sadness
289,obama's work past 8 years going undone:,sadness
290,retweeted kal penn kalpenn):\n\nmarriage equality. equal pay. health care. veterans benefits. fair wage. climate...,sadness
291,marriage equality. equal pay. health care. veterans benefits. fair wage. climate change. education. lots protect. don't stop ofa,sadness
292,gave cheaper health,sadness
293,fucking tell overreacting health,sadness
294,woman's right choose.\nmarriage equality.\nequal pay.\nobamacare.\ncriminal justice reform.\nclimate change reform.\nsay,guilt
295,everything obama fought past 8 years gone. obamacare. gay marriage. equal pay. gun control. fighting climate,sadness
296,cpworld90 gay marriage. still here. pro-choice. still here. high minimum wage. unnecessary. equal pay. here. obamacare. good,sadness
297,global,anger
298,i'm sitting friends literally fearing lives basic rights,anger
299,"national security > gay marriage\nnational security > equal pay\nnational security > professional
 choice\nnational security",joy
300,"know it'll okay
 wanted equal",anger
301,suddenly everything we've worked hard gone. good bye,guilt
302,many things risk,guilt
303,long women's,sadness
304,"nuts like trump saddens me. women can\xe2\x80\x99t equal pay reverse sex marriage & lower minute
 wage. business run",sadness
305,obamacare\nequal pay\nhuman rights\ngay marriage\nbasic decency \ngone\nall,joy
306,"want got it. goodbye woman's
",anger
307,they're going take roe v.,sadness
308,jrennie22 gay,disgust
309,keeps,sadness
310,"supports gay marriage. favor higher minute
 wage. equal pay isn't even effect. obamacare even that.",sadness
311,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
312,20x88 gay marriage isn't going anywhere. choice goes states. minimum wage would cut jobs. equal pay gap false. bye,sadness
313,realized,sadness
314,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare. gone. #americaisoverparty begun.,sadness
315,rip women's,sadness
316,america.\ni support,fear
317,bye bye legal,anger
318,goodbye to: planned,disgust
319,think i'm kidding-watch fast go roe v,sadness
320,trump presidency +\nrepublican house +\nrepublican senate =\nroe v wade jeopardy =\ngay marriage jeopardy =\nequal pay jeopardy,sadness
321,voted women's,sadness
322,cpworld90 travwelch93 gay marriage. gone. pro-life. gone. equal pay. dumb. obamacare.,sadness
323,bradytfrench2 repealing marriage equality. supporting equal pay women. saying women punished,sadness
324,rest peace:\nequal pay\nfeminism\ngay marriage\nminorities\nthe planet\nthe rights freedoms american people\n\nyou,guilt
325,gay marriage won't become illegal. raising minimum wage = price increases. equal pay unequal work? ha. obamacare unaffordable.,sadness
326,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
327,roe v. wade danger. marriage equality's danger. equal pay 4 equal work becoming far-fetched fantasy. minimum wage may,sadness
328,cpworld90 jodieharsh don't know trump won't jack shit gay marriage. he'll fair equal pay,sadness
329,government get marriage. can't kill baby convenience. equal pay exists. obamacare crashed burned. minimum wage=workwag,sadness
330,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
331,say bye abortions equal pay equal marriage anything isn't beneficial white,sadness
332,roe v. wade? gone. \ngay marriage? over.\nequal pay? happening.\nmuslims? welcome.\naffordable healthcare? nope.\nknow voted,sadness
333,gay marriage? gone. pro-choice? higher minimum wage? equal pay? gone. obamacare? gone. free press? gone. wall? coming soon. (ht,sadness
334,progression gone. rt cpworld90: gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
335,gay,disgust
336,gordonfritzsche roe v wade. marriage equality. equal pay. stop frisk. \n\nmost scary me? net neutrality - lack,sadness
337,marriage equality. bye.\nequal pay equal work. bye.\naffordable healthcare everyone. preexisting...,sadness
338,affordable care act? marriage equality? equal pay? affordable college? hope gun control laws? say goodbye,disgust
339,funder one stop them. roe v.,anger
340,goes marriage,disgust
341,cpworld90 meaning gay,fear
342,gay marriage equal pay bad?,joy
343,bad. good. good. bad. good,anger
344,tweet stupid. gay marriage/abortion supreme court upheld. wage state decided. equal pay per business. obamacare needs fix.,sadness
345,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
346,"tycub cpworld90 smh. way dude. professional
 life gay marriage forever. equal pay continue",disgust
347,cpworld90 canucksgurl14 - please. gay marriage - cares. minimum wage - states decide. equal pay - farce. obamacare- fuck,sadness
348,gay marriage. equal pay. over. equal rights. over. women's rights. over. racial equality. over. america?,sadness
349,frankyny gay,disgust
350,,anger
351,we're getting conservative supreme,sadness
352,spryguy. roe v,anger
353,say goodbye,guilt
354,bye gay marriage! bye planned parenthood! bye equal pay! bye literally legislation meant protect,disgust
355,gay marriage. gone. pro-choice. gone. higher minimum wage. gone. equal pay. gone. obamacare.,sadness
356,things danger: marriage,disgust
357,hragv say goodbye gay,anger
358,climate change. gay marriage. equal pay 4 equal work.,sadness
359,gapeachy7 & gay marriage & trans rights & equal pay &,sadness
360,things keep,guilt
361,aca gone\nepa gone\nroe vs. wade gone\naffirmative action gone \nallied forces gone\nconsumer protection gone\ngay marriage gone\nequal pay,joy
362,"stonercas honestly don
 understand many people
 could be
 basic rights like
 marriage equal pay getting",sadness
363,kiss gay,fear
364,"marriage equality? gone.\nhealthcare reform? gone. (even though
 obamacare needed alot work)\nequal pay?",sadness
365,reality stakes: reproductive rights. marriage equality. path citizenship. existing poc. equal pay. people's lives.,sadness
366,got,sadness
367,it's cool knowing state large portion country thinks don't deserve bodily,sadness
368,goodbye equal,anger
369,abortion access. \nmarriage equality. \naccess healthcare. \nequal pay. \nvoting rights. \ngone. gone. gone. gone.,sadness
370,trumps wins....marriage equality out. roe v wade,sadness
371,"elizabeth warren votes dem
 lower",sadness
372,equal pay. marriage equality. religious freedom. fatherless. widow. liv. wally.,disgust
373,don't sit one out!!! vote marriage equality. vote woman's right choose. vote equal pay for...,sadness
374,gygeorg also:,sadness
375,#imvotingbecause women deserves equal,sadness
376,gay,disgust
377,voters must continue ensure progress marriage equality affordable healthcare equal pay equal work,disgust
378,time umm yes trump gays,sadness
379,know one candidate wants take away rights,sadness
380,agbnewton seangrandillo vote trump. come one. gay,sadness
381,"vs20161 answersinreason bwschank okay
 gay",fear
382,equal pay women? foundation pay women less? lbqt rights? gay marriage private(emails show),sadness
383,sprivitor obama helped legalize gay marriage 50 states. also set forth numerous plans help women get equal,sadness
384,"chriscostas88 cbsnews there's social issues professional
",joy
385,gregg0418 youtube real reason go afterhillary gain equality 4,sadness
386,stan claims never said stuff #wife. #tokerware #seagull #design #equalpay #foodporn #marriage,disgust
387,never good guys? *looks civil rights,sadness
388,join millions americans voting for:\n marriage equality\n equal pay\n healthcare\n\xe2\x86\x92,sadness
389,little_mavis anti gay,joy
390,equal,sadness
391,maddylanier lgbt marriage abortion platforms courts ruled nothing change. he's equal,sadness
392,gloriaborger obama,disgust
393,mikejkeenan lily ledbetter equal,sadness
394,"like ""gay marriage okay"" ""people equal",guilt
395,"humanism believe equality believe equal marriage believe equal pay believe feminist
 believe many things",disgust
396,godlessvg seanhannity missmo1951jones brianstelter jodzio it's sad believe nothing. explains hillary,disgust
397,equal,sadness
398,did? tell please i'm listening.,anger
399,"d3u5vul7 sweetsare times
 following",guilt
400,young people must vote! climate,joy
401,"obama nc voters: ""i hate put little pressure",sadness
402,ninamills tomibaird,guilt
403,\xe2\x80\xa2quality education girls\n\n\xe2\x80\xa2end violence girls\n\n\xe2\x80\xa2end child marriage\n\n\xe2\x80\xa2equal pay equal,sadness
404,clinton,joy
405,means voting rights,sadness
406,,anger
407,"vote hillary vote same, says trump ad. ""and?"" crampell replies. essential column.",joy
408,job,disgust
409,like past 8,sadness
410,blu_sanz equal pay 4 equal work exists right now.reproductive rights cover late term abortions.gay marriage state,sadness
411,magdalena_feru gay marriage,disgust
412,"tell friends friends friends save america equal pay professional
 choice marriage choice lgbt rights universal health vote",sadness
413,bail_leef ...equal,sadness
414,cnnpolitics vote,sadness
415,terrymendozer believe woman's right,sadness
416,quietness_trust >>>doing would solve problems equal pay equal,disgust
417,"hillaryclinton equal pay foundation pays men woman. person said marriage am
",disgust
418,want equal pay equal work ... finally?\ndo want maintain marriage & abortion rights?\ndo want higher minimum wage?,sadness
419,marriage contractual agreement whose terms include rights equal pay.,disgust
420,"widespread stabilization
 marriage tugging male/female interaction away pair bounding
 values competitive tournament",disgust
421,"rosieeeex3333 non-negotiable. don\'t feel obligated ""dialogue""",disgust
422,"movement voting legitimate
 rights marriage control property/earnings equal",sadness
423,best one-paragraph summary problem regressive,joy
424,simysims3 explain democrats regressive wanting equal pay/pro-choice,sadness
425,a5. think,disgust
426,ianshutters - i\'d thought,guilt
427,equal,sadness
428,"alteanlance someone made poster said \n""gay marriage? \n-yes\nlegalize weed\n-yes\nequal pay wages women\n-yes\nthen vote",joy
429,background,joy
430,"triplezmom although asked 5 times. really don
 understand internet",sadness
431,#ivoted 4 equal,sadness
432,simple: 1 candidate $15 minimum,sadness
433,sophieazoury going,sadness
434,"feminist
 early girl child",disgust
435,msfizzy reducing struggle equal pay equal rights marriage proposals missing point,sadness
436,japanlady42 kamimueller ncgop party fights marriage,joy
437,mike_0504 i'm assuming ask,sadness
438,"mikanojo thedemocrats gop not/has ""attacked"" anyone. equal pay equal experience...support. gop supported gay",sadness
439,2016 #vt: daughters gop guber nom tout support gay,sadness
440,awnesty0117 ljsilverman1\n\nfair labor standards act (w equal pay act)\nfmla\neeoc\nanti-discrimination basis,sadness
441,-obama gave mexicans 5 million jobs.\n-gays marriage rights\n-women equal pay,sadness
442,thought country,guilt
443,side note: schools need,sadness
444,equal pay equal work. raise minimum wage. marriage equality. obamacare winning. hillary clinton president.,sadness
445,best block post liberal,sadness
446,roe v,anger
447,get y'all voting,sadness
448,equal pay,sadness
449,hear everyone? sex marriage? never. equal pay men women? despicable. treating races same? outrageous,anger
450,example; gay,disgust
451,"secret paid clinton speech: ""you need public position private position policy"" #podestaemails \xe2\x80\xa6",joy
452,calltoart pattonoswalt secupp realdonaldtrump,sadness
453,,anger
454,"millennials support barbaracomstock supports new economy -- fight government
 regs shut",sadness
455,trumps vp gay,joy
456,believe equal means equal says senwarren equal,sadness
457,ruth bader ginsburg\xe2\x80\x99s advice,disgust
458,"herbertsnow staff equal pay? don't think so! know enabled husband
 bill! marriage dam",disgust
459,iceresurface would give social issues (gay,joy
460,"don
 ask equal pay gay marriage you
 think death black people okay. your
",joy
461,lisabrite marriage,disgust
462,megynkelly kellyannepolls like equal,sadness
463,let's fight equal pay like marriage equality,disgust
464,jmarkdodds rodneybates1 equal pay equal work. equal marriage. end death penalty. minimum wage. pace,sadness
465,therealberdman like him: marriage equality. global respect. equal pay women. improved economy. health care,sadness
466,don't agree hillary's view gay marriage abortion least believes global,joy
467,passing equal pay act 1963 injustices women still struggle today child marriage...,disgust
468,support science #climate support equal pay #fair support gay marriage #equal support affordable,sadness
469,support math... support democrats... #imwithher #debatenight #debates,sadness
470,"tim_harper_88 cedawnow tories support things nowadays. don\'t ""radical"" support gay marriage equal",sadness
471,many social issues(equal,joy
472,tymadisonmom believe,joy
473,popsknox katygerhold kurteichenwald woman's right,sadness
474,philscott4vt,disgust
475,vermont commission women's gubernatorial forum underway #vt house chamber #vtpoli,joy
476,far trump wants get rid,sadness
477,"remember potus fought don
 ask don
 tell. allowing lgbt bathroom access marriage rights. equal pay.",sadness
478,#qanda equality equal marriage equal pay equal job,disgust
