,Tweet_text,emotion
67,thanks much talk two favorite,guilt
68,"new episode\n009 with
 saouderkirk\nwe talk",joy
69,rereading serena's vogue cover story april -,fear
70,totally forgot job remote contractor i've,guilt
71,finished,fear
72,karlwestin ninabreznik may want check #talkpay,sadness
73,think accidentally started job remote contractor i've,guilt
74,"helped fellow to
 secure nearly \xc2\xa3500 helping i'd
 + defend unjustified descrepancies",sadness
75,top 10 uk #jobs highest #salary gain,sadness
76,radishharmers,sadness
77,radishharmers,sadness
78,#talkpay,sadness
79,women still paid 21% less men. brand believes,disgust
80,#talkpay? could helping uncover discriminatory hiring practices. learn more:,sadness
81,appraisal went?,sadness
82,currently loving igniteaccel #effect. read here: \xe2\x80\xa6 #startup #entrepreneur #talkpay,disgust
83,#consulting data #big4 #ibm #accenture live - salaries based real payslips. #uk #talkpay,sadness
84,sign explore #career #analytics tool specific #company.,sadness
85,news: figured #talkpay article year going be.,guilt
86,seems little,disgust
87,low-wage work alone cannot sustain families. read here: #wages #talkpay,disgust
88,replaced let us know 30s really stable & great,guilt
89,compensation exchange,sadness
90,getting ready #talkpay rustylindquist another fun payscale bamboohr,disgust
91,know much paid community manager? cmx,disgust
92,rereading serena's vogue cover story april -,fear
93,interest #talkpay open space,sadness
94,freelancers #talkpay \xe2\x80\xa6 via,joy
95,"gave floridian k-12 students excited jimmy johns arrive #talkpay because
 can't look",guilt
96,really interesting debate ceo,sadness
97,page led let rub feet terrified needed,guilt
98,entire moms side #walterscott making revenue may - aug making $63k/yr point working roughly 50-60,sadness
99,(i thought #talkpay good,guilt
100,"okay
 remember talk pay/savings hashtags sounded familiar & that's because
 #talkpay couple years",guilt
101,finished,fear
102,helenvholmes notdetails wait happened us?,guilt
103,helenvholmes notdetails wait happened us?,guilt
104,watching #talkpay,guilt
105,freelancers #talkpay via,sadness
106,fair $63k/yr,sadness
107,pay freezes shouldn't leave employees feeling cold! #talkpay \xe2\x80\xa6 via,joy
108,#talkpay. company fall #transparency spectrum?,sadness
109,salary transparency - don't forget #talkpay,sadness
110,thanks holiday wishes paysliips - here's awesome #2017 #talkpay #holidayseason #sliips #newyear,anger
111,want find #pay compares others #uni? soon sliips - details: \xe2\x80\xa6 #talkpay,joy
112,#talkpay paid always know worth.,sadness
113,years paid less male,sadness
114,"#talkpay work fed. gov. ""partner.""i make $13.xx",sadness
115,took piano lessons delivery,fear
116,best evolution i've experienced delivery,guilt
117,#talkpay,sadness
118,let\xe2\x80\x99s face it: people weird things avoid dealing money. #letsfacemoney,guilt
119,won't even apply months finished,anger
120,47% top performing companies #transparent,sadness
121,find like idea,anger
122,gators talkpay,fear
123,what's decent salary 3 month internship programming tech,sadness
124,course making $30k/yr working 70 hrs/wk april -,fear
125,really can't make shit,sadness
126,really enjoyed david_rees\xe2\x80\x99s xoxo,anger
127,lecture break much money i've made 15 years freelancing.,anger
128,#talkpay information,disgust
129,aloria markstanislav jjarmoc #talkpay happened work blown away/saddened learned coworkers,guilt
130,feel like things share may 1st,guilt
131,thanks including us forbes womenatforbes,anger
132,oh,guilt
133,really making ? telling like #startup #talkpay #compensation #career \xe2\x80\xa6,sadness
134,collecting data year's internship new grad offers,anger
135,"agree with
 michaelgove 'dynamic growth needs public support capitalism' make pay fair",sadness
136,stop #paygap execs staff gregclarkmp? inequalities run far deeper & across workforce. #talkpay,guilt
137,"government
 executive pay thinking right",sadness
138,great see deboxley #bbcbreakfast talking pay gaps holistic approach company,disgust
139,give payslip #mondaymotivation life hacking career signing #talkpay -,fear
140,it's time #talkpay: gender gap pay & leadership positions continues narrow there's done:,disgust
141,"find paysliips works courtesy
 josie's story",disgust
142,you're finished work week paycheck isn't- put work & #talkpay signing paysliips,sadness
143,one nation god 6 days & i\'ve,disgust
144,it's time #talkpay: gender gap pay & leadership positions continues narrow there's done:,disgust
145,womanthologyuk hoping speed up. check pinned,guilt
146,"sourcing: looking women & men #nyc area willing share #salaries #talkpay magazine story. deathmatch
",sadness
147,#talkpay brexit,anger
148,,sadness
149,#architectquote tool spot on. industry needs #transparancy around #architectsfees \n \n#talkfees #talkpay,sadness
150,fees: help us build new fee scale \xe2\x80\x93 take anonymous aj survey #feescale,sadness
151,vojtechvu mcdermott linkedin check paysliips - new way,sadness
152,paysliips gone live today. life-hack career putting payslip work fight inequality,joy
153,sliips live! exciting times - head learn sign,guilt
154,live! ready start life-hacking career putting payslip work? find at: \xe2\x80\xa6,sadness
155,occupation like,guilt
156,,disgust
157,totally forgot job delivery,guilt
158,quite months finished,fear
159,calinfusu looking something new? take look sliips join us #talkpay,anger
160,talkpay_anon,sadness
161,black women paid average 63% white male counterparts,sadness
162,never truly believed #racegenderpaygap true happened,disgust
163,freelancers #talkpay via,sadness
164,buenas debes de indicar el hastag #talkpay en el mensaje para que pueda,anger
165,buenas debes de indicar #talkpay en el mensaje para que pueda,anger
166,,guilt
167,,sadness
168,#talkpay,guilt
169,#equalpayday here's blog post laurenvoswinkel started #talkpay trend last year. transparency=equality?,anger
170,think accidentally started job remote contractor i've,guilt
171,finished,fear
172,happy #feministfriday! check video encouraging women & families,guilt
173,applications including salary requirement considered. unethical! nenamologists support wage,sadness
174,thanks joining us helping #talkpay! take look webinars!,guilt
175,questions #paytransparency? ask,disgust
176,people may mixed message current #transparency. try,guilt
177,vcs making 7 figures complain engineers make mid 6 figures. inconvenient vcs. #talkpay\n\n,sadness
178,steps going take #talkpay,disgust
179,managers fit #transparency,sadness
180,workforce ready?,disgust
181,responsible building #transparency plan,sadness
182,communicate #compensation large group? find decision,sadness
183,know generations skills make-up,disgust
184,"know roles organization
 understand #transparent",sadness
185,#talentmarket tight. ready engage,sadness
186,figure company goals work backwards,sadness
187,"make sure explain executive
 team #transparency",sadness
188,"company ready ""a cupboard doors""? maybe",anger
189,don't rip #transparency bandaid.,sadness
190,way #pay says lot,disgust
191,#transparency scary. remember spectrum! right,anger
192,train managers #talkpay! important,disgust
193,company #pay certain way? #talkpay,sadness
194,#comp plan philosophy? #talkpay,sadness
195,#transparent company,sadness
196,back pay conversations #data! help employees,joy
197,don't miss opportunities talk employees,sadness
198,think #transparency choices make related,disgust
199,#transparency isn't nothing. it's,anger
200,47% top performing companies intend #transparent,sadness
201,17% companies confident managers,sadness
202,people don't actually know paid,sadness
203,myth: #transparency means paying everyone more. actually,sadness
204,gen z coming. doesn't mean,disgust
205,different generations want #talkpay differently,guilt
206,#millennials opened door,sadness
207,you're prepared talk,disgust
208,#millennials,sadness
209,#transparency customer providers seems improve,sadness
210,#transparency means,sadness
211,use #payscale's #paytransparency spectrum,sadness
212,employees feel like talk employees,joy
213,#paytransparency can't simply turned #talkpay,sadness
214,welcome mykkah_herner ritalpatterson ! thanks joining #paytransparency,anger
215,welcome live-tweets #payscale's #transparency,sadness
216,use #talkpay join #paytransparency conversation.,joy
217,join us payscalebiz 10 (pst) live-tweets #paytransparency,disgust
218,getting ready #talkpay ritalpatterson #paytransparency,sadness
219,live tweeting #paytransparency webinar morning! tune 10 (pst) #talkpay,fear
220,reasons include \xc2\xa3 job ads: pay transparency going big 2017& #talkpay received,sadness
221,super excited announce #linkedinsalary! proud team! sandlerryan's great leader,anger
222,finished,fear
223,inside scoop treat target users pizza & beer exchange ideas feedback.,sadness
224,latest post paysliips site: work users #userresearch #design #agile,joy
225,"don\'t sit small room door closed making $7.50-$9.10/hr joining tech 2013 #talkpay because
 ""is wage",sadness
226,debatable #podcast '#talkpay lauren voswinkel' rubyrogues devchattv laurenvoswinkel #salary #jobs,sadness
227,care diversity,guilt
228,it\'s complicated decide ~ marcbenioff ceos intentionally fixing gender pay,sadness
229,\xe2\x80\x9chow salary transparency changing working world\xe2\x80\x9d mcdermott #canlab #cdnpoli #talkpay,sadness
230,\xe2\x80\x9chow salary transparency changing working world\xe2\x80\x9d mcdermott #canlab #cdnpoli #talkpay,sadness
231,\xe2\x80\x9chow salary transparency changing working world\xe2\x80\x9d mcdermott #canlab #cdnpoli #talkpay,sadness
232,\xe2\x80\x9chow salary transparency changing working world\xe2\x80\x9d mcdermott #canlab #cdnpoli #talkpay,sadness
233,audit first! #talkpay,fear
234,find job love...#talkpay,guilt
235,israel friends commonly ask eachother salaries. removing taboo share information promotes,disgust
236,it's money auditors accountants... #talkpay,fear
237,#talkpay tag shared,anger
238,we're #eblive16 - time find makes best place work. #talkpay,disgust
239,#talkpay tag shared,anger
240,2016 -,disgust
241,"summarized
 #talkpay wages software development",guilt
242,feel like god use way first,disgust
243,delegate ken plum: #cybersecurity northern virginia #ciscochat #talkpay,guilt
244,"#talkpay headshot
 gone hashtag movement fight compensation transparency",sadness
245,"today
 mel: geeking",disgust
246,"er vorig jaar ook been
 interessante hashtag waar iedereen zijn carriereverloop plus salaris noemde (#talkpay)",anger
247,that's awesome avh4 & techtonicaorg! great initiative thanks,guilt
248,putting tech salaries donations perspective. thanks,sadness
249,,sadness
250,,sadness
251,let's close gender gap \xf0\x9d\x90\x9a\xf0\x9d\x90\xa7\xf0\x9d\x90\x9d end widening class disparity. today i'm donating,disgust
252,,guilt
253,,sadness
254,2015 - bicycle,anger
255,able bonus program offset low,sadness
256,#talkpay complete guide understanding equity compensation tech companies via fortunemagazine,sadness
257,,disgust
258,2016-shipping,disgust
259,maybe physically,disgust
260,talkpay comparably interesting,sadness
261,2016 -,disgust
262,netflix understanding #culture foosball tables - talking pay help.,sadness
263,nearly got ran tiny scion xa dude monster truck 1099,sadness
264,"give pound, give pound, give euro, give yen. i\'m international baby. ~",sadness
265,myhrdept share employee thinks they\xe2\x80\x99re worth,sadness
266,2016-california state,guilt
267,ffcbook,sadness
268,#talkpay,sadness
269,motto: talk salary! open $$ shouldn't taboo. elitedaily #askfeministfightclub,sadness
270,salary negotiation tech ashleypqpqp #madisonphp #talkpay,joy
271,don't know hillary's,anger
272,today day - spend wednesday night prepping next,disgust
273,learn #negotiate? good it? you're not? start here. #askforit,sadness
274,"thanks
 spending afternoon us negotiation coaching\",disgust
275,although i'm certain it's incredibly naive let rub feet terrified needed,sadness
276,ever accidentally found co-workers' pay levels? happen? feel? (if anything),sadness
277,creating habitable earth goal set burnt,anger
278,interesting conversations going leading engineering,disgust
279,#talkpay: reden war,joy
280,"didn\'t realize got $3k con
 budget",disgust
281,hellodigit cute #savings #money #talkpay #digit companies use automation gifs,sadness
282,"ceos replay
 pay conversation. -steve erb frontlineedu",sadness
283,could pick one thing talk communicating comp- it\'s cheap,sadness
284,time clock went physically,sadness
285,really can't make shit,sadness
286,talkpay need assistance help would definitely appreciated many,disgust
287,talkpay,disgust
288,feels like completely fully trust words per,disgust
289,programming's past reveals today's gender-pay gap. #talkpay,disgust
290,"talkpay president earth aim life. donate part why
 save",anger
291,women seek pay rises much men - less success\n,sadness
292,one nation god 6 days & i\'ve,disgust
293,think accidentally started job remote contractor i've,guilt
294,"talkpay you
 get",guilt
295,"jasonnazar talkpay farnoosh fucking
",anger
296,workers received 'real-terms' pay rise last,joy
297,watching #talkpay activity tomorrow gonna bloated,anger
298,gators talkpay hashtag pun can't come actual joke go,sadness
299,know average uk #salary,sadness
300,made anonymous spreadsheet developer salaries new zealand \xe2\x80\xa6 come #talkpay javascript_nz,joy
301,we've got better field\xe2\x80\x94wanna tate curator? don\xe2\x80\x99t quit day job!,disgust
302,ada sighed heavily & made minimum wage ($7.50/hr) plus nights $100-$300 cash,sadness
303,great user insights session smnthawbb - many thanks onfido hospitality. #talkpay,guilt
304,great evening paysliips playing #postitnotes empathy mapping #userinsight #startup #talkpay,disgust
305,great evening paysliips playing #postitnotes empathy mapping #userinsight #startup #talkpay,disgust
306,someone's beliefs/views aren't based logic,sadness
307,ootoovak prototypealex mogest javascript_nz interested ended creating talkpay,anger
308,rereading serena's vogue cover story april -,fear
309,#talkpay teaching school kids negotiation value confidence skills solution pay gaps,disgust
310,coralineada #talkpay hard.,sadness
311,h1b salary,sadness
312,great move woodfordfunds promote pay transparency #talkpay,disgust
313,removing bonus culture. bold step towards fair sustainable pay woodfordfunds,sadness
314,"massive arches inside #talkpay activity tomorrow gonna make very
",anger
315,removing bonus culture. bold step towards fair sustainable pay woodfordfunds,sadness
316,#genderpaygap tech,joy
317,see much people get paid. transparent compensation tech industry. #talkpay,sadness
318,2016 - archivist research,joy
319,lol i've working company four years make exactly that. time dust resume. #talkpay,disgust
320,non-profit health,guilt
321,"giving best communication..""\n\n\xd8\xa7\xd9\x84\xd8\xb9\xd8\xb7\xd8\xa7\xd8\xa1 \xd9\x87\xd9\x88 \xd8\xa7\xd9\x81\xd8\xb6\xd9\x84 \xd9\x88\xd8\xb3\xd9\x8a\xd9\x84\xd8\xa9 \xd8\xa5\xd8\xaa\xd8\xb5\xd8\xa7\xd9\x84..""\n\n#\xd9\x82\xd8\xb1\xd9\x88\xd8\xa8_\xd8\xa7\xd9\x84\xd8\xb3\xd8\xa7\xd8\xb9\xd8\xa96 #\xd8\xa7\xd8\xb5\xd8\xaf\xd9\x82\xd8\xa7\xd8\xa1_\xd9\x84\xd9\x85\xd8\xa8\xd8\xa7\xd8\xb1\xd8\xaf\xd8\xa7 #friends #talkpay",disgust
322,salary transparency stack,guilt
323,2016 - kroger,joy
324,2016 - fortune,guilt
325,2016 - software,disgust
326,2016 - academic,fear
327,2016 - web,disgust
328,2016 - jr software,disgust
329,"sounds familiar museum world ""my struggle last great taboo: admitting salary"" \xe2\x80\xa6 via",sadness
330,pr/ad,joy
331,fidelity - software developer contractor - jersey,sadness
332,,fear
333,left four long-term internships couple museums archaeology labs,disgust
334,#firstsevenjobs #talkpay #musewomen\n: $8.00/hour\n: $10.50/hour\n: $8.50/hour\n: $11.00/hour\n: $250/month\n: $15/hour\n:,sadness
335,"okay
 i'll take bait. i've making 90k senior software engineer san diego #talkpay (the geography matters) > struggle",disgust
336,2016 -,disgust
337,2015 -,guilt
338,2015 - large utility,sadness
339,interesting take taboo talking money make #talkpay,sadness
340,massachusetts banned companies asking job applicants salaries\n\n,sadness
341,"until
 right talk openly salary protected national labor relations act #talkpay",sadness
342,think accidentally started job remote contractor i've,guilt
343,"average
 salary cs reps tech los angles
 $52k (201-500 employees). underpaid? comparably #talkpay",joy
344,laurenvoswinkel year,disgust
345,\xe3\x80\x90ruby\xe3\x80\x91 270 rr #talkpay lauren voswinkel,anger
346,270 rr #talkpay lauren voswinkel -,anger
347,270 rr #talkpay lauren voswinkel -,anger
348,270 rr #talkpay lauren voswinkel -,anger
349,#firstsevenjobs #talkpay\nwalker $10/day\nwalker \xe2\x80\x9c\ndishwasher (??)\nta (??)\n\xe2\x9a\xbd\xef\xb8\x8eref (lmao)\ncallcenter $11/hr\nresearch assistant,anger
350,even going rate functional programming- distributed systems-inclined freelancers,disgust
351,1. $6/hr\n2. $5.25/hr\n3. $0/hr\n4. $7.25/hr\n5. $140/wk\n6. $100/wk\n7.,sadness
352,i'd like hear anyone following #talkpay,anger
353,skamille oh wait figured like talkpay sorta thing were...,anger
354,#talkpay\n $10/hr\n$50-$120/session\n $25-$50/hr\n $10-$18/hr\n $25/hr\n,sadness
355,$3/hr\n $5/day\n $50/shoot\n $8-$12/hr\n $10/hr\n $10/hr\n,sadness
356,jergason wait #talkpay,guilt
357,2013 - hyland,disgust
358,,anger
359,following,fear
360,near,guilt
361,harry potter co. explain sliips built anonymously know paid fairly. #talkpay,joy
362,harry & friends help explain protect privacy anonymity use sliips. \xe2\x80\xa6,joy
363,step forward #fairpay - well done #massachusetts #talkpay,guilt
364,new law massachusetts help people get paid skills,sadness
365,new law massachusetts help people get paid skills,sadness
366,#jobinterview question banned massachusetts,sadness
367,yes!,sadness
368,effort close wage,disgust
369,#salary #negotiations change massachusetts based new law. #talkpay,joy
370,amazing!! #virginia ?? #talkpay massachusetts bans employers asking applicants previous pay,sadness
371,need quick affordable way find #salary ranges? check ! #talkpay,sadness
372,adamruins explores knowing colleagues paid help earn more:,disgust
373,salary transparency stack overflow. cool see inspired buffer! #talkpay,guilt
374,2016 -,disgust
375,270 rr #talkpay lauren voswinkel via rubyrogues,sadness
376,,sadness
377,feel like idea,anger
378,2016 photojournalist top 40 market.,disgust
379,brit thing feel awkward talking money. here's discuss taboo,guilt
380,thank wayback machine archiving first,guilt
381,think ivanka speak democratian. it's funny,guilt
382,third managers received #bonus despite underperforming,sadness
383,leave,guilt
384,men administrative roles least likely negotiate women product likely #talkpay,joy
385,"check new study ""did negotiate salary?"" data",sadness
386,average uk workers' savings would last four months says,disgust
387,talkpay comparably,sadness
388,2015 - say,joy
389,interesting concept\xe2\x80\x8a\xe2\x80\x94\xe2\x80\x8a#talkpay via laurenvoswinkel,joy
390,,sadness
391,24 medical,sadness
392,"beyond sad - punished don\'t require man ""take care us"" #talkpay",disgust
393,40-year,fear
394,also team could use remote contractor i've,disgust
395,top job hunting tips 2016 - #job #jobsearch #talkpay,disgust
396,know average uk #salary,sadness
397,salaryscale offers affordable #salary reports 800 #jobs. learn #talkpay,guilt
398,salaryscale offers affordable #salary reports 800 #jobs. learn #talkpay,guilt
399,salaryscale offers,disgust
400,,disgust
401,live. check us,disgust
402,earn 30% per month here\nget started financial\ncommunity earn 30% us\n,sadness
403,need advice #salary? chat expert comparably #talkpay:,sadness
404,,anger
405,know average uk #salary,sadness
406,whoa! #paycheckfairnessact needed,guilt
407,age old tale: company learns hard way pay women right first time. #talkpay #equalpay,disgust
408,song greatest line,disgust
409,age old tale: company learns hard way pay women right first,disgust
410,travisci engineering path level 17 seems like good way go. pay,sadness
411,,anger
412,konstantin brings taboos salary,joy
413,#talkpay #equalpayforequalwork,anger
414,totally forgot job,guilt
415,,sadness
416,it's developer 2,disgust
417,2016 - architectural project,disgust
418,> talkpay #promotedtweet vsikka looted infosys investors?,sadness
419,great tips salary,sadness
420,don't negotiate phone person don't want to! (such relief get permission.) #wsc2016conf,sadness
421,one third managers still received bonuses last year despite,sadness
422,see much people get paid. transparent\ncompensation tech,disgust
423,need advice #salary? chat expert comparably #talkpay:,sadness
424,"we'll hanging with
 lilly_ledbetter aauw booth uswomen2016! stop & #talkpay",anger
425,ywtfdc uswomen2016 talking work smart dc salary negotiation,sadness
426,#genderpaygap tech,joy
427,bad bosses still getting big,sadness
428,*everyone* read \xe2\x80\xa6 ; important piece salary & negotiation i've ever,anger
429,#talkpay,anger
430,ratiasnowfur #talkpay! foxxx? gotta get proper big bucks! ( cervine dollar variety,sadness
431,sharing pay ego thing. #talkpay peers & coworkers matter \xe2\x80\x9cawkward\xe2\x80\x9d make sure fairly,sadness
432,paysliips working hard #remoteoffice oakalondon #sliips #startup #talkpay,disgust
433,took piano lessons delivery,fear
434,toki really big day got excited jimmy johns,guilt
435,"mom & first check owner said ""first 2 weeks training don\'t",disgust
436,freelancers #talkpay \xe2\x80\xa6 via,joy
437,tuss4dzigns depends friends.,anger
438,uncomfortable conversation manager..,joy
439,heritage hate,joy
440,"income equality problem? read review ""equal unfair""",disgust
441,new podcast episode friday commute: #talkpay collective action christi3k,joy
442,,fear
443,case missed show,anger
444,great episode recompiler #talkpay!\n\nrelated patio11:\n\n \xe2\x80\xa6\n\n,joy
445,podcast episode 5: gits,disgust
446,latest podcast episode: interview laurenvoswinkel,fear
447,salary survey: here's tech workers austin really make #talkpay,sadness
448,poor performers still rewarded annual bonus #talkpay #salary,sadness
449,2015 - deloitte,fear
450,gators talkpay,fear
451,you'll never know don't,disgust
452,never thought 29 would make elder statesman young paris journalists keep asking i'm like,disgust
453,journalists: #talkpay younger writers? even ask? curious navigate,sadness
454,never thought 29 would make elder statesman young paris journalists keep asking i'm like,disgust
455,page led let rub feet terrified needed,guilt
456,,guilt
457,salaried,disgust
458,one nation god 6 days & i\'ve,disgust
459,wsj readers share gender wage gap stories advice \xe2\x80\xa6 #payup #talkpay,disgust
460,"""talk"" i\'m suppose hear",disgust
461,lots front,guilt
462,"salary breakdown engineerings jobs los angles
 tech. comparably #talkpay",sadness
463,,sadness
464,gators talkpay,fear
465,#talkpay #talent #talesandtunes #talentradar #talentoti #talentoti #talentomexicano bay area,guilt
466,finished,fear
467,know average uk #salary is? #talkpay,sadness
468,guide new #nlw,sadness
469,break taboo around wage secrecy!!! #talkpay nobody think you're jerk getting paid,sadness
470,animation studio-employed,disgust
471,lot young people feel rare obtain jobs animation seem far,disgust
472,awesome article wage discrimination pay,joy
473,"grandma
 following #talkpay. people talking pay",sadness
474,2015 - arts,fear
475,you've encountered,guilt
476,thanks rodneyfolz #talkpay data intern salaries - it's 2016 student hacker report:,sadness
477,,sadness
478,gators talkpay,fear
479,talkpay_anon poor form,sadness
480,get money! negotiate + keep boss,sadness
481,"2016-tech account
",disgust
482,computer science fields women make 28% less male counterparts position +,sadness
483,employees stay companies longer two years get paid 50% less says,sadness
484,good morning! would feel learning make money next week? pretty,disgust
485,gender gap marketing managers san francisco,disgust
486,"salary breakdown marketing
 jobs san francisco tech. comparably #talkpay",guilt
487,gender gap senior marketing managers san francisco,disgust
488,markusnieminen jos #talkpay postaukset pit\xc3\xa4\xc3\xa4 yht\xc3\xa4\xc3\xa4n kutinsa suomalainen it/devaaja aika ilmainen ainakin uil,anger
489,"recently talked two developers make ~120k austin ""mid-level"" developers; inflation keeps",disgust
490,"joining tech april 2013 first thought ""cool probably won\'t outdated"" finished",guilt
491,comparably love site! thoughts optional verification feature (ees upload paystub high-road employers,disgust
492,2016- financial aid,disgust
493,dobby paid gallion week gets one day,disgust
494,effectively negotiate,sadness
495,2016 - defense,disgust
496,#talkpay,sadness
497,77 actual salaries technology jobs denver region | tech+ \xe2\x80\x94 denver post,guilt
498,2016 - freelance art director beauty &,guilt
499,you're feeling like #talkpay,disgust
500,2014 - tech lead (mobile,disgust
501,deserve raise? surveyed austin tech find really make #talkpay,sadness
502,boss tries get stop discussing,sadness
503,"#talkpay f\xc3\xbcr werksstudis buy
 mir im b\xc3\xbcro.",anger
504,laurenvoswinkel short:\n1.,anger
505,"don\'t know what\'s going #talkpay because
 ""is wage tax employers"" need",joy
506,africa & asia > 50% land mass,sadness
507,joelgascoigne: rt courtneyseiter:,joy
508,"i\'m afraid ask they\'re offering, i\'ll make bad impression new",sadness
509,thanks lance_halvorsen introducing #talkpay. anybody's,sadness
510,#employees uncomfortable talking managers #talkpay,joy
511,red,fear
512,would share salary? people did. #talkpay,sadness
513,2016 - software,disgust
514,i'll watching tonight! thanks great,anger
515,who\xe2\x80\x99s ready tonight\xe2\x80\x99s #pointtakenpbs debate? i\xe2\x80\x99ll live tweeting! ozy danpriceseattle ijeomaoluo mattwelch,sadness
516,salary transparency lead smaller #paygap. see women wish,guilt
517,pointtaken hi there! last,anger
518,excited hear,guilt
519,tonight's guests pre-show debate: marciebianco laurenvoswinkel saouderkirk fgossgraves lydiabreakfast -plz introduce,fear
520,starts 30 minutes! pealing away election night coverage,guilt
521,"join pointtaken pre-show twitter debate with
 guests marciebianco laurenvoswinkel saouderkirk fgossgraves",guilt
522,we're pumped engage pointtaken's debate salary transparency. let's #talkpay 10pm,sadness
523,would tell us much make? coworkers? neighbor? best friend? #pointtakenpbs,disgust
524,spoiler alert: pretty much i'll saying pointtaken debate #talkpay #transparency,guilt
525,let's #talkpay\xe2\x80\x94specific strategies use next salary review interview negotiate money:,joy
526,fyi patio11 buffer #talkpay advocates - pointtaken pre show twitter debate 10p edt pay,sadness
527,,sadness
528,join tonight #talkpay,guilt
529,"join pointtaken pre-show twitter debate with
 guests marciebianco laurenvoswinkel saouderkirk fgossgraves",guilt
530,want money? nervous negotiate salary? let recruither co-founder ginahelfrich hook,sadness
531,liked momstuffpodcast,anger
532,#talkpay,sadness
533,"new side project: price tags goggle
 calendar events based inferred hourly rates participants.",joy
534,pumped engage today's pointtaken twitter debate salary transparency - let's #talkpay around 10p edt!,guilt
535,2016 -,disgust
536,,sadness
537,helped female colleague negotiate salary offer double made year,sadness
538,i've reading #talkpay tweets wondering folks don't disclose current year,guilt
539,paraphrase hank,anger
540,2012,fear
541,2011 - support,fear
542,2016 -,disgust
543,14' development niagara,disgust
544,new glassdoor survey: men 3x likely women succeed #salary negotiation,joy
545,,sadness
546,retweeted #ios related #talkpay posts hireanappdev,fear
547,we're talking labor,disgust
548,2016 - software engineer us investment bank,disgust
